title,url,year,keywords,authors,abstract,text,url_pdf,num_citations,url_citations,cluster_id,num_versions,url_versions,excerpt
Learning and verifying graphs using queries with a focus on edge counting,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-540-75225-7_24,2007,,,,,,39,"http://scholar.google.com/scholar?cites=8780693494039253091&as_sdt=2005&sciodt=0,5&hl=en",8780693494039253091,13,"http://scholar.google.com/scholar?cluster=8780693494039253091&hl=en&as_sdt=0,5","… The only query that gives any information is the last kind, and the problem reduces to that oflearning a matching using ED queries … Since edge counting queries are strictly more powerfulthan edge detecting queries, they ought to be more expensive in some natural framework … "
Multienergy Photon-counting K-edge Imaging: Potential for Improved Luminal Depiction in Vascular Imaging1,http://scholar.google.com/https://pubs.rsna.org/doi/abs/10.1148/radiol.2492080560,2008,,,,,,193,"http://scholar.google.com/scholar?cites=5535654396538378281&as_sdt=2005&sciodt=0,5&hl=en",5535654396538378281,3,"http://scholar.google.com/scholar?cluster=5535654396538378281&hl=en&as_sdt=0,5","… 30 μm, a size associated with a significant loss of spectral information owing to … In conclusion,multienergy CT performed with photon-counting detectors is a promising new imaging … Gadoliniumk-edge imaging performed with a multiple threshold–level photon-counting detector … "
Detection and tracking of facial features by using edge pixel counting and deformable circular template matching,http://scholar.google.com/https://search.ieice.org/bin/summary.php?id=e78-d_9_1195,1995,,,,,,34,"http://scholar.google.com/scholar?cites=7209571638465748175&as_sdt=2005&sciodt=0,5&hl=en",7209571638465748175,4,"http://scholar.google.com/scholar?cluster=7209571638465748175&hl=en&as_sdt=0,5","In this paper face feature detection and tracking are discussed, using methods called edge pixel counting and deformable circular template matching. Instead of utilizing color or gray scale information of the facial image, the proposed edge pixel counting method utilizes the …"
K-edge imaging in x-ray computed tomography using multi-bin photon counting detectors,http://scholar.google.com/https://iopscience.iop.org/article/10.1088/0031-9155/52/15/020/pdf,2007,,,,,,486,"http://scholar.google.com/scholar?cites=7568229710689612534&as_sdt=2005&sciodt=0,5&hl=en",7568229710689612534,7,"http://scholar.google.com/scholar?cluster=7568229710689612534&hl=en&as_sdt=0,5","… is to investigate to which extent energy- sensitive photon counting devices, operated in thepulse-mode, are capable of revealing quantitative information about the elemental compositionof the absorber. We focus on the detection of element-specific, K-edge discontinuities of … "
Semantic similarity in a taxonomy: An information-based measure and its application to problems of ambiguity in natural language,http://www.jair.org/papers/paper514.html,1999,,,,,,2482,"http://scholar.google.com/scholar?cites=2001682643159269743&as_sdt=2005&sciodt=0,5&hl=en",2001682643159269743,27,"http://scholar.google.com/scholar?cluster=2001682643159269743&hl=en&as_sdt=0,5",… Resnik Similarity method Correlation Human judgments replication r = :9015 Information contentr = :7911 Probability r = :6671 Edge-counting r = :6645 Table 2: Summary of experimental results.Word Pair Miller and Charles Replication wsim wsimedgewsimpc means means … 
Edge-on semiconductor x-ray detectors-towards high-rate counting computed tomography,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/4775113/,2008,,,,,,35,"http://scholar.google.com/scholar?cites=15642357428648345074&as_sdt=2005&sciodt=0,5&hl=en",15642357428648345074,2,"http://scholar.google.com/scholar?cluster=15642357428648345074&hl=en&as_sdt=0,5","… However, for pixel sizes around and below that level, a number of physical effects like K-escapeor charge sharing set in with degrading effects on image quality and spectral information contentof … Index Terms- photon-counting, count-rate problem, spectral K- edge imaging … "
Spectral photon-counting CT: Initial experience with dual–contrast agent K-edge colonography,http://scholar.google.com/https://pubs.rsna.org/doi/abs/10.1148/radiol.2016160890,2016,,,,,,51,"http://scholar.google.com/scholar?cites=8058887870384790841&as_sdt=2005&sciodt=0,5&hl=en",8058887870384790841,6,"http://scholar.google.com/scholar?cluster=8058887870384790841&hl=en&as_sdt=0,5","… contrast material in a colon phantom by using the characteristic k edge of gadolinium … The colonphantom was scanned with a preclinical spectral photon-counting CT system to … By fully usingthe multibin spectral information, material decomposition was performed to generate … "
Experimental feasibility of multi-energy photon-counting K-edge imaging in pre-clinical computed tomography,http://scholar.google.com/https://iopscience.iop.org/article/10.1088/0031-9155/53/15/002,2008,,,,,,701,"http://scholar.google.com/scholar?cites=167065703869004417&as_sdt=2005&sciodt=0,5&hl=en",167065703869004417,10,"http://scholar.google.com/scholar?cluster=167065703869004417&hl=en&as_sdt=0,5","… different incident spectra (Lehmann et al 1981) or energy discrimination on the detector side('dual crystal method') (Barnes et al 1985, Carmi et al 2005), information about the … K-edge imagingcan be realized by using multi-bin energy-discriminating counting detectors … "
Document Similarity using Computer Science Ontology based on Edge Counting and N-Grams,http://scholar.google.com/https://www.researchgate.net/profile/Thanyaporn_Boonyoung2/publication/272509301_Document_Similarity_using_Computer_Science_Ontology_based_on_Edge_Counting_and_N-Grams/links/54e812a60cf27a6de10bee78.pdf,2015,,,,,http://scholar.google.com/https://www.researchgate.net/profile/Thanyaporn_Boonyoung2/publication/272509301_Document_Similarity_using_Computer_Science_Ontology_based_on_Edge_Counting_and_N-Grams/links/54e812a60cf27a6de10bee78.pdf,4,"http://scholar.google.com/scholar?cites=9453295089159929197&as_sdt=2005&sciodt=0,5&hl=en",9453295089159929197,2,"http://scholar.google.com/scholar?cluster=9453295089159929197&hl=en&as_sdt=0,5",… Semantic similarity has become an important tool and widely been used to solve traditionalInformation Retrieval problems. This study adopts an ontology of computer science and proposesan ontology indexing weight based on Wu and Palmer's edge counting measure and … 
Semantic Search using Computer Science Ontology based on Edge Counting and N-Grams,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-319-06538-0_28,2014,,,,,,4,"http://scholar.google.com/scholar?cites=11301362903383861635&as_sdt=2005&sciodt=0,5&hl=en",11301362903383861635,5,"http://scholar.google.com/scholar?cluster=11301362903383861635&hl=en&as_sdt=0,5","Abstract Traditional Information Retrieval systems (keyword-based search) suffer several problems. For instance, synonyms or hyponym are not taken into consideration when retrieving documents that are important for a user's query. This study adopts an ontology of …"
Counting edge crossings in a 2-layered drawing,http://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S0020019004001516,2004,,,,,,14,"http://scholar.google.com/scholar?cites=12639800661432089128&as_sdt=2005&sciodt=0,5&hl=en",12639800661432089128,5,"http://scholar.google.com/scholar?cluster=12639800661432089128&hl=en&as_sdt=0,5","Given a bipartite graph G=(V, W, E) with a bipartition {V, W} of a vertex set and an edge set E, a 2-layered drawing of G in the plane means that the vertices of V and W are respectively drawn as distinct points on two parallel lines and the edges as straight line segments. We …"
Vehicle capturing and counting using a new edge extraction approach,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/6082938/,2011,,,,,,13,"http://scholar.google.com/scholar?cites=17094406528291132623&as_sdt=2005&sciodt=0,5&hl=en",17094406528291132623,3,"http://scholar.google.com/scholar?cluster=17094406528291132623&hl=en&as_sdt=0,5","… However, the information of the vehicle is susceptible to the edge threshold values. In this paper,we proposed a new edge extract algorithm to represent the vehicle, which has an … In this papera simple and effective algorithm was applied in vehicle capturing and counting … "
title,url,year,keywords,authors,abstract,text,url_pdf,num_citations,url_citations,cluster_id,num_versions,url_versions,excerpt
A new similarity measure based on edge counting,http://scholar.google.com/https://pdfs.semanticscholar.org/02a5/6176a48ba9de3a6e43e7e10da531ee4adfb8.pdf,2006,,,,,http://scholar.google.com/https://pdfs.semanticscholar.org/02a5/6176a48ba9de3a6e43e7e10da531ee4adfb8.pdf,63,"http://scholar.google.com/scholar?cites=17316492695987697519&as_sdt=2005&sciodt=0,5&hl=en",17316492695987697519,5,"http://scholar.google.com/scholar?cluster=17316492695987697519&hl=en&as_sdt=0,5","… This measure, based on the edge counting between nodes by the shortest way, presents amean of the most obvious to evaluate the semantic similarity in a hierarchical ontology. C.Ehrig et al … This work presents three layers: data, ontology and context … "
Absorption and Counting‐Efficiency Data for X‐Ray Detectors,http://scholar.google.com/https://aip.scitation.org/doi/abs/10.1063/1.1771299,1955,,,,,,59,"http://scholar.google.com/scholar?cites=12769632787085527567&as_sdt=2005&sciodt=0,5&hl=en",12769632787085527567,3,"http://scholar.google.com/scholar?cluster=12769632787085527567&hl=en&as_sdt=0,5","… Page 4. 370 J. TAYLOR AND W. PARRISH TABLE II. Data for x-ray detectors … Ka Emission UCu Cr K -Absorption edge FIG. 4. Calculated counting efficiency of several detectors discussedin text. SC scintillation counter, PC proportional counter, GC Geiger counter … "
Experimental feasibility of multi-energy photon-counting K-edge imaging in pre-clinical computed tomography,http://scholar.google.com/https://iopscience.iop.org/article/10.1088/0031-9155/53/15/002,2008,,,,,,701,"http://scholar.google.com/scholar?cites=167065703869004417&as_sdt=2005&sciodt=0,5&hl=en",167065703869004417,10,"http://scholar.google.com/scholar?cluster=167065703869004417&hl=en&as_sdt=0,5","… Spectral CT in combination with a data analysis method, which allows extracting, from a singlescan, separate images of the contrast agent on the one hand and of the anatomy on … K-edgeimaging can be realized by using multi-bin energy-discriminating counting detectors … "
Sensitivity of Photon-Counting Based-Edge Imaging in X-ray Computed Tomography,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/5749698/,2011,,,,,,93,"http://scholar.google.com/scholar?cites=1023004115160440315&as_sdt=2005&sciodt=0,5&hl=en",1023004115160440315,5,"http://scholar.google.com/scholar?cluster=1023004115160440315&hl=en&as_sdt=0,5",… CT. The structure of this paper is the following: in Section II we briefly summarizethe method of -edge imaging in com- puted tomography using energy-resolvedphoton-counting data. 0278-0062/$26.00 © 2011 IEEE Page 2 … 
K-edge imaging in x-ray computed tomography using multi-bin photon counting detectors,http://scholar.google.com/https://iopscience.iop.org/article/10.1088/0031-9155/52/15/020/pdf,2007,,,,,,486,"http://scholar.google.com/scholar?cites=7568229710689612534&as_sdt=2005&sciodt=0,5&hl=en",7568229710689612534,7,"http://scholar.google.com/scholar?cluster=7568229710689612534&hl=en&as_sdt=0,5","… for elements with low atomic numbers Z, ie, those elements whose K-edge discontinuities in the …At the advent of the realization of multi-pixel-array, photon counting devices for imaging … et al 1998),the amount of spectral information acquired during the data acquisition process is … "
A new similarity measure for taxonomy based on edge counting,http://scholar.google.com/https://arxiv.org/abs/1211.4709,2012,,,,,,22,"http://scholar.google.com/scholar?cites=1114639821764738177&as_sdt=2005&sciodt=0,5&hl=en",1114639821764738177,4,"http://scholar.google.com/scholar?cluster=1114639821764738177&hl=en&as_sdt=0,5","… This measure, based on the edge counting between nodes by the shortest way, presents a meanof the most obvious to evaluate the semantic similarity in a hierarchical ontology. 2.3. Ehrig etal. Measure … This work presents three layers: data, ontology and context … "
Spectral photon-counting CT: Initial experience with dual–contrast agent K-edge colonography,http://scholar.google.com/https://pubs.rsna.org/doi/abs/10.1148/radiol.2016160890,2016,,,,,,51,"http://scholar.google.com/scholar?cites=8058887870384790841&as_sdt=2005&sciodt=0,5&hl=en",8058887870384790841,6,"http://scholar.google.com/scholar?cluster=8058887870384790841&hl=en&as_sdt=0,5","… In addition, after pileup correction, the multibin counting data were used to trigger a maximumlikelihood–based material decomposition of the attenuation … were used without furtherpostprocessing apart from deringing, as well as smoothing of the gadolinium k-edge image with … "
Edge-on semiconductor x-ray detectors-towards high-rate counting computed tomography,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/4775113/,2008,,,,,,35,"http://scholar.google.com/scholar?cites=15642357428648345074&as_sdt=2005&sciodt=0,5&hl=en",15642357428648345074,2,"http://scholar.google.com/scholar?cluster=15642357428648345074&hl=en&as_sdt=0,5","… omitted from the image reconstruction chain. By ensuring that at least one layer perdetector column is not saturated, we apply spectral K-edge imaging to the remainingcounting data. The results of our simulations are presented … "
A 5–20 Gb/s power scalable adaptive linear equalizer using edge counting,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/7008913/,2014,,,,,,7,"http://scholar.google.com/scholar?cites=9360557444603467982&as_sdt=2005&sciodt=0,5&hl=en",9360557444603467982,2,"http://scholar.google.com/scholar?cluster=9360557444603467982&hl=en&as_sdt=0,5","… By counting the edge of the received data, it operates even the clock/data recovery circuitis not locked yet … The edge counting method adopts the proposed data rate detection circuitto adaptively adjust the bandwidth and power of the CTLE … "
A WordNet-based semantic similarity measurement combining edge-counting and information content theory,http://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S0952197614002814,2015,,,,,,70,"http://scholar.google.com/scholar?cites=9203904684700800121&as_sdt=2005&sciodt=0,5&hl=en",9203904684700800121,2,"http://scholar.google.com/scholar?cluster=9203904684700800121&hl=en&as_sdt=0,5","… A WordNet-based semantic similarity measurement combining edge-counting and informationcontent theory … In this paper, we present a new approach for semantic similarity measuringwhich is based on edge-counting and information content theory … "
Measuring semantic similarity based on weighting attributes of edge counting,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-540-30583-5_50,2004,,,,,,14,"http://scholar.google.com/scholar?cites=16259608245888782378&as_sdt=2005&sciodt=0,5&hl=en",16259608245888782378,8,"http://scholar.google.com/scholar?cluster=16259608245888782378&hl=en&as_sdt=0,5","… high computational cost to analyze the large volume of corpus data. Ideally, the best would beif one could get similarity results from the taxonomy as high as those of the combined approaches.Several methods have tried to improve the similarity rate based on edge counting … "
Multienergy Photon-counting K-edge Imaging: Potential for Improved Luminal Depiction in Vascular Imaging1,http://scholar.google.com/https://pubs.rsna.org/doi/abs/10.1148/radiol.2492080560,2008,,,,,,193,"http://scholar.google.com/scholar?cites=5535654396538378281&as_sdt=2005&sciodt=0,5&hl=en",5535654396538378281,3,"http://scholar.google.com/scholar?cluster=5535654396538378281&hl=en&as_sdt=0,5","… effect-basis images, and gadolinium-basis image; and two different integrated images by usingdata from all … of each bin, as well as just above and below the gadolinium k edge (50 and 51 … Themeasurements of the six energy bins of the photon-counting detector can be used to … "
A viewpoint invariant approach for crowd counting,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/1699738/,2006,,,,,,271,"http://scholar.google.com/scholar?cites=6318337892306533388&as_sdt=2005&sciodt=0,5&hl=en",6318337892306533388,10,"http://scholar.google.com/scholar?cluster=6318337892306533388&hl=en&as_sdt=0,5","… we also show the counting results by simply using the edge length and total blob pixels. It canbe concluded from figure 3 that for this two sequences, the linear fitting has comparable resultsto neural network. This may due to a lack of overcrowding in the training data … "
Learning and verifying graphs using queries with a focus on edge counting,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-540-75225-7_24,2007,,,,,,39,"http://scholar.google.com/scholar?cites=8780693494039253091&as_sdt=2005&sciodt=0,5&hl=en",8780693494039253091,13,"http://scholar.google.com/scholar?cluster=8780693494039253091&hl=en&as_sdt=0,5","… Edge counting query (EC): Return the number of edges in the subgraph induced by S ⊆ V . Thishas extensive uses in bioinformatics and was studied … a graph presented to us is indeed the “truegraph.” This is a natural question to ask, especially since real world data is often … "
Counting arbitrary subgraphs in data streams,http://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-642-31585-5_53,2012,,,,,,51,"http://scholar.google.com/scholar?cites=15074873034591239967&as_sdt=2005&sciodt=0,5&hl=en",15074873034591239967,15,"http://scholar.google.com/scholar?cluster=15074873034591239967&hl=en&as_sdt=0,5","… counting problem in data streams. We provide the first non-trivial estimator for approximatelycounting the number of occurrences of an arbitrary subgraph H of constant size in a (large) graphG. Our estimator works in the turnstile model, ie, can handle both edge-insertions and … "
Noise filtering techniques for photon-counting ladar data,http://scholar.google.com/https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8379/83790Q/Noise-filtering-techniques-for-photon-counting-ladar-data/10.1117/12.919139.short,2012,,,,,,15,"http://scholar.google.com/scholar?cites=9858283131790102075&as_sdt=2005&sciodt=0,5&hl=en",9858283131790102075,4,"http://scholar.google.com/scholar?cluster=9858283131790102075&hl=en&as_sdt=0,5","… processing efforts. This paper presents several methodologies for noise filteringphoton- counting data. Techniques include modified Canny Edge Detection,PDF-based signal extraction, and localized statistical analysis. The … "
High resolution Bragg edge transmission spectroscopy at pulsed neutron sources: proof of principle experiments with a neutron counting MCP detector,http://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S0168900210013665,2011,,,,,,32,"http://scholar.google.com/scholar?cites=11722393551192126947&as_sdt=2005&sciodt=0,5&hl=en",11722393551192126947,4,"http://scholar.google.com/scholar?cluster=11722393551192126947&hl=en&as_sdt=0,5","… The high spatial and temporal resolution of a neutron counting detector using microchannel plates …Provided that the neutron fluence and data acquisition time are sufficient, transmission spectra …of the detector, allowing high spatial resolution mapping of Bragg edge positions … "
Edge-responsive apparatus for counting conveyor-transported articles,http://scholar.google.com/https://patents.google.com/patent/US4384195A/en,1983,,,,,,35,"http://scholar.google.com/scholar?cites=8036024126360401796&as_sdt=2005&sciodt=0,5&hl=en",8036024126360401796,2,"http://scholar.google.com/scholar?cluster=8036024126360401796&hl=en&as_sdt=0,5","… Thus, the computer is supplied with multiple-scan data capable of providing leading-edgeprofile information, all for the purpose of confirming the correct counting of successivetransported newspapers. FIG. 2 illustrates fragments of newspapers 12, 14 … "
Counting triangles in data streams,http://scholar.google.com/https://dl.acm.org/citation.cfm?id=1142388,2006,,,,,,235,"http://scholar.google.com/scholar?cites=1912194747692604494&as_sdt=2005&sciodt=0,5&hl=en",1912194747692604494,11,"http://scholar.google.com/scholar?cluster=1912194747692604494&hl=en&as_sdt=0,5","Page 1. Counting Triangles in Data Streams∗ Luciana S. Buriol ∗ … It uses space that is inverselyrelated to the ratio between the number of triangles and the number of triples with at least oneedge in the induced subgraph, and constant expected update time per edge … "
Similarity measure based on edge counting using ontology,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.299.3500&rep=rep1&type=pdf,2012,,,,,,7,"http://scholar.google.com/scholar?cites=9315044924023669088&as_sdt=2005&sciodt=0,5&hl=en",9315044924023669088,3,"http://scholar.google.com/scholar?cluster=9315044924023669088&hl=en&as_sdt=0,5","… [2]. T. Slimani, B. Ben Yaghlane, and K. Mellouli, “A New Similarity Measure based on EdgeCounting” World Academy of Science, Engineering and Technology, PP 34-38. 2006 … 3, Sep.2006. [7]. Octavian Udrea, Lise Getoor, Renée J. Miller, “Leveraging Data and Structure in … "
title,url,year,keywords,authors,abstract,text,url_pdf,num_citations,url_citations,cluster_id,num_versions,url_versions,excerpt
Absorption and Counting‐Efficiency Data for X‐Ray Detectors,http://scholar.google.com/https://aip.scitation.org/doi/abs/10.1063/1.1771299,1955,,,,,,59,"http://scholar.google.com/scholar?cites=12769632787085527567&as_sdt=2005&sciodt=0,5&hl=en",12769632787085527567,3,"http://scholar.google.com/scholar?cluster=12769632787085527567&hl=en&as_sdt=0,5","… oOr-~~.r_T~_T~rr~~~~~T_~ Wavelength (A) 0 1.0 I. 2.5 Ka Emission U Cu Cr K -Absorptionedge FIG. 4. Calculated counting efficiency of several detectors discussed in text. SCscintillation counter, PC proportional counter, GC Geiger counter … "
Optical absorption edge of magnetic semiconductors,http://scholar.google.com/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.20.1045,1968,,,,,,89,"http://scholar.google.com/scholar?cites=13067710527274986290&as_sdt=2005&sciodt=0,5&hl=en",13067710527274986290,4,"http://scholar.google.com/scholar?cluster=13067710527274986290&hl=en&as_sdt=0,5","… 6 MAY 1968 OPTICAL ABSORPTION EDGE OF MAGNETIC SEMICONDUCTORS Earl CallenU. S. Naval Ordnance Laboratory, White Oak, Silver Spring, Maryland (Received 29 January1968) l.510 l.530 l.550 l. 570 l. 590 ) … The gap widthand absorption edge then vary as … "
Effect of absorption edge filters on diagnostic x-ray spectra,http://scholar.google.com/https://pubs.rsna.org/doi/abs/10.1148/115.2.431,1975,,,,,,91,"http://scholar.google.com/scholar?cites=2297082372816221735&as_sdt=2005&sciodt=0,5&hl=en",2297082372816221735,8,"http://scholar.google.com/scholar?cluster=2297082372816221735&hl=en&as_sdt=0,5","… 115 EFFECT OF ABSORPTION EDGE FILTERS ON DIAGNOSTIC X-RAY SPECTRA … data havebeen corrected for linearity of instrumenta- tion response, for germanium crystal counting efficien-cy … in this region, the Compton pro- cess accounts for only 2 to 6 % of the absorption … "
The electronic absorption edge of petroleum,http://scholar.google.com/https://www.osapublishing.org/abstract.cfm?uri=as-46-9-1405,1992,,,,,,109,"http://scholar.google.com/scholar?cites=13474997227846621115&as_sdt=2005&sciodt=0,5&hl=en",13474997227846621115,10,"http://scholar.google.com/scholar?cluster=13474997227846621115&hl=en&as_sdt=0,5","Page 1. The Electronic Absorption Edge of Petroleum … The functional form of the electronicabsorption edge for all crude oils (measured) is characteristic of the ""Urbach tail,"" aphenomenology which describes electronic absorption edges in wide-ranging materials … "
""" Thickness Effect"" in Absorption Spectra near Absorption Edges",http://scholar.google.com/https://journals.aps.org/pr/abstract/10.1103/PhysRev.105.1228,1957,,,,,,175,"http://scholar.google.com/scholar?cites=4085862248658129382&as_sdt=2005&sciodt=0,5&hl=en",4085862248658129382,2,"http://scholar.google.com/scholar?cluster=4085862248658129382&hl=en&as_sdt=0,5","… (2); for the region ofhigh absorption, x, is 80&(10'A and for this range of extremes in p, xd is61)(10'A from Xq … The sub- strate alone has about 90~&& transmission at the CI E-edge v ave-length, 4.4 A. 'The transmitted counting-rate v ith our proportional-counter system was … "
Real-space multiple-scattering calculation and interpretation of x-ray-absorption near-edge structure,http://scholar.google.com/https://journals.aps.org/prb/abstract/10.1103/PhysRevB.58.7565,1998,,,,,,4580,"http://scholar.google.com/scholar?cites=6524774054568158338&as_sdt=2005&sciodt=0,5&hl=en",6524774054568158338,9,"http://scholar.google.com/scholar?cluster=6524774054568158338&hl=en&as_sdt=0,5","… This is in contrast to the weak-scattering region above about 40 eV of an edge—the extendedx-ray … From Fermi's golden rule and the one-electron and dipole approximations, the x-rayabsorption coefficient is given by ˜ (E … The second term cancels double counting in the first term … "
Optical-Absorption Edge and Raman Scattering in  Glasses,http://scholar.google.com/https://journals.aps.org/prb/abstract/10.1103/PhysRevB.8.5947,1973,,,,,,339,"http://scholar.google.com/scholar?cites=10128055297919584929&as_sdt=2005&sciodt=0,5&hl=en",10128055297919584929,3,"http://scholar.google.com/scholar?cluster=10128055297919584929&hl=en&as_sdt=0,5","PHYSICAL REVIEW B VOLUME 8, NUMBER 12 15 DEC EMBER 1973 Optical-Absorption Edgeanti Rajya» Scattering in Ge„Se,„Glasses … of the crt~i~ peaks of Raman spectra (localized about195, 215, and 250 cm ) and the variation of the optical-absorption edge as a function … "
X‐ray filter assembly for fluorescence measurements of x‐ray absorption fine structure,http://scholar.google.com/https://aip.scitation.org/doi/abs/10.1063/1.1135763,1979,,,,,,362,"http://scholar.google.com/scholar?cites=15666710431093856073&as_sdt=2005&sciodt=0,5&hl=en",15666710431093856073,6,"http://scholar.google.com/scholar?cluster=15666710431093856073&hl=en&as_sdt=0,5","… For K-edge absorp- tion the fluorescence will be distributed uniformly over 47T … For a filter ofthickness x with an absorption coefficient ft for the background and ff-t for the signal … tion of thefluorescent photons from the filter, it can be shown that the effective counting rate becomes … "
Integrated X-ray L absorption spectra. Counting holes in Ni complexes,http://scholar.google.com/https://pubs.acs.org/doi/abs/10.1021/jp9821026,1998,,,,,,41,"http://scholar.google.com/scholar?cites=2844469390699380823&as_sdt=2005&sciodt=0,5&hl=en",2844469390699380823,6,"http://scholar.google.com/scholar?cluster=2844469390699380823&hl=en&as_sdt=0,5","… Counting Holes in Ni Complexes … In this paper, we report the first application of element specificL absorption spectra and the “white light” sum rule to a series of … Nickel L edge X-ray absorptionspectroscopy is turning out to be an excellent quantitative probe of 3d-vacancies … "
Band-Selective Measurements of Electron Dynamics in  Using Femtosecond Near-Edge X-Ray Absorption,http://scholar.google.com/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.95.067405,2005,,,,,,296,"http://scholar.google.com/scholar?cites=12605613589423035505&as_sdt=2005&sciodt=0,5&hl=en",12605613589423035505,15,"http://scholar.google.com/scholar?cluster=12605613589423035505&hl=en&as_sdt=0,5","… Thus, a blueshift of the vanadium L edge and a redshift of the oxygen K edge are expectedimmediately after excitation, driving x-ray absorption at 0.004 0.006 0.008 … Vertical error barsrepresent one standard deviation of the photon counting distribution … "
"High resolution neutron counting detectors with microchannel plates and their applications in neutron radiography, diffraction and resonance absorption imaging",http://scholar.google.com/https://www.tandfonline.com/doi/full/10.1080/10448632.2012.725341,2012,,,,,,34,"http://scholar.google.com/scholar?cites=6177668332797286224&as_sdt=2005&sciodt=0,5&hl=en",6177668332797286224,,,… Therefore concurrent detection of resonance absorption and Bragg-edge trans- mission spectrumfor the same sample may enable new high-resolution nondestructive testing techniques.Conclusion It is likely that the MCP neutron counting detectors will not replace or … 
Fine structure in the optical absorption edge of anisotropic crystals,http://scholar.google.com/https://www.sciencedirect.com/science/article/pii/0022369760901050,1960,,,,,,633,"http://scholar.google.com/scholar?cites=18331202198903184068&as_sdt=2005&sciodt=0,5&hl=en",18331202198903184068,2,"http://scholar.google.com/scholar?cluster=18331202198903184068&hl=en&as_sdt=0,5",… I. INTRODUCTION IT has long been recognized that optical experi- ments near thefundamental absorption edge can be a useful tool for studying energy band para-mlfters in semiconductors and insulating crystals. Little use … 
Pressure dependence of the direct absorption edge of InP,http://scholar.google.com/https://journals.aps.org/prb/abstract/10.1103/PhysRevB.21.4879,1980,,,,,,127,"http://scholar.google.com/scholar?cites=9639489859275095488&as_sdt=2005&sciodt=0,5&hl=en",9639489859275095488,2,"http://scholar.google.com/scholar?cluster=9639489859275095488&hl=en&as_sdt=0,5","… 1. As band edge Ep we defined the saturation value of the excitonic absorption … for spectral re-sponse of the monochromator-multiplier unit and the absorption coefficient a … A nitrogen-cooledS1 photomultiplier, in connection with a photon counting system, improved the signal- to … "
"Cubic ZnS under pressure: Optical-absorption edge, phase transition, and calculated equation of state",http://scholar.google.com/https://journals.aps.org/prb/abstract/10.1103/PhysRevB.42.9113,1990,,,,,,260,"http://scholar.google.com/scholar?cites=9592463806552272869&as_sdt=2005&sciodt=0,5&hl=en",9592463806552272869,8,"http://scholar.google.com/scholar?cluster=9592463806552272869&hl=en&as_sdt=0,5",… for DAC absorption-edge measurements in the near-ultraviolet spectral range. The transmittedlight was dispersed by a 0.6 m gratingmono- chromator (dispersion 1.2 nrn/mm) and detectedby using a cooled GaAs photomultiplier coupled to a fast photon- counting chain … 
Near edge X-ray absorption fine structure measurements (XANES) and extended X-ray absorption fine structure measurements (EXAFS) of the valence state and …,http://scholar.google.com/https://aip.scitation.org/doi/abs/10.1063/1.480975,2000,,,,,,233,"http://scholar.google.com/scholar?cites=6831580024033905558&as_sdt=2005&sciodt=0,5&hl=en",6831580024033905558,7,"http://scholar.google.com/scholar?cluster=6831580024033905558&hl=en&as_sdt=0,5",… The molar ratio of tin and antimony in the dialyzed colloids was determined by atomic absorptionspectroscopy AAS and was found to be equal to the ratio employed in … Energy steps varied from1 eV in the K edge region to 4 eV at the end of the scans. Counting time was 2 s/step … 
High resolution x‐ray absorption spectroscopy with absolute energy calibration for the determination of absorption edge energies,http://scholar.google.com/https://aip.scitation.org/doi/abs/10.1063/1.1146657,1996,,,,,,181,"http://scholar.google.com/scholar?cites=4831449032870462257&as_sdt=2005&sciodt=0,5&hl=en",4831449032870462257,5,"http://scholar.google.com/scholar?cluster=4831449032870462257&hl=en&as_sdt=0,5","… number 23Z 82 is deduced from the average value of the ten measurements, where the edgeposition is … of 77 K. The spectra are taken without any monochromator stabilization feedback systemand with counting times of … The distinctive extended-x-ray-absorption fine struc … "
Nonlinear refraction at the absorption edge in InAs,http://scholar.google.com/https://www.osapublishing.org/abstract.cfm?uri=ol-9-8-356,1984,,,,,,34,"http://scholar.google.com/scholar?cites=9832877095421649971&as_sdt=2005&sciodt=0,5&hl=en",9832877095421649971,6,"http://scholar.google.com/scholar?cluster=9832877095421649971&hl=en&as_sdt=0,5",… 8 / August 1984 Nonlinear refraction at the absorption edge in InAs … In this Letter we present theresults of measurements of the nonlinear index of refraction n2 (n2 = dn/dI Ip.o) at the absorptionedge in InAs between 68 and 90 K taken with the 3.096-jim line of an HF laser … 
